LRID	Ligand_geneid	Ligand_Uniprot	ligand_symbol	Receptor_geneid	Receptor_Uniprot	Receptor_symbol	PMID	Database
LRM0527	620393	J3QPP8	Alkal1	17005	P08923	Ltk	26630010	connectomeDB2020;OmniPath
LRM1730	620393	J3QPP8	Alkal1	11682	P97793	Alk	26630010;26418745	CellTalkDB;connectomeDB2020;OmniPath
LRM0526	100294583	Q80UG6	Alkal2	17005	P08923	Ltk	26630010	connectomeDB2020;OmniPath
LRM1731	100294583	Q80UG6	Alkal2	11682	P97793	Alk	26630010;26418745	CellTalkDB;connectomeDB2020;OmniPath
LRM4663	68585	Q99P72	Rtn4	235402	Q9D1T0	Lingo1	15694321;15694322	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4433	67374	Q9JI59	Jam2	83964	Q9D8B7	Jam3	24357068;16093349;11823489;21982860;11590146;12070135	CellChatDB;CellPhoneDB;Cellinker;connectomeDB2020;OmniPath
LRM0586	11698	O55189	Ambn	12512	P41731	Cd63	21149578;17708745	connectomeDB2020;OmniPath
LRM0587	11704	P63277	Amelx	16784	P17047	Lamp2	17708745	connectomeDB2020;OmniPath
LRM1891	11704	P63277	Amelx	16783	P11438	Lamp1	20382373	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0589	11704	P63277	Amelx	12512	P41731	Cd63	17708745	connectomeDB2020;OmniPath
LRM5055	68585	Q99P72	Rtn4	65079	Q99PI8	Rtn4r	16;15694322;11201742	CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2315	100042493	P86793	Ccl21c	59289	O08707	Ackr2	10706668	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3261	11705	P27106	Amh	23893	O88273	Grem2	24614542	Cellinker;OmniPath
LRM4289	11705	P27106	Amh	13649	Q01279	Egfr	8596488	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3684	11705	P27106	Amh	12167	P36898	Bmpr1b	11420127	Cellinker;IUPHAR/BPS;scConnect;OmniPath
LRM6051	11705	P27106	Amh	12166	P36895	Bmpr1a		IUPHAR/BPS;OmniPath
LRM2135	11705	P27106	Amh	11477	P37172	Acvr1	14656470	CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2316	100042493	P86792	Ccl21b	59289	O08707	Ackr2	10706668	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0466	11727	P21570	Ang	140570	B2RXS4	Plxnb2	29100074	connectomeDB2020;OmniPath
LRM1642	11727	P21570	Ang	13649	Q01279	Egfr	19254952;30449278	CellTalkDB;OmniPath
LRM5056	11600	O08538	Angpt1	21846	Q06806	Tie1	11172728	CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4547	58998	Q9JLB9	Nectin3	94332	Q99N28	Cadm3	17823505;15741237	CellPhoneDB;connectomeDB2020;OmniPath
LRM5023	11600	O08538	Angpt1	16412	P09055	Itgb1	11346644;19379779;15690488;15781448	CellTalkDB;SingleCellSignalR;connectomeDB2020;iTALK;talklr;OmniPath
LRM2055	11600	O08538	Angpt1	16402	P11688	Itga5	15781448	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM6305	11601	O35608	Angpt2	16402_16412	P11688_P09055	Itga5_Itgb1	25635707;20651738	Cellinker
LRM4391	11601	O35608	Angpt2	21846	Q06806	Tie1	27548530;22342979	CellTalkDB;SingleCellSignalR;connectomeDB2020;iTALK;talklr;OmniPath
LRM2052	11602	Q9WVH6	Angpt4	21846	Q06806	Tie1	23331499;15851516;10051567	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM3867	58235	Q9JKF6	Nectin1	94332	Q99N28	Cadm3	23027581;15741237	CellChatDB;CellPhoneDB;Cellinker;connectomeDB2020;OmniPath
LRM6506	72713	Q640P2	Angptl1	109700_16412	Q3V3R4_P09055	Itga1_Itgb1	24478758	Cellinker
LRM2366	72713	Q640P2	Angptl1	21687	Q02858	Tek	15284220;23331499;10051567	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3850	72713	Q640P2	Angptl1	18733	P97484	Lilrb3	24478758	CellChatDB;OmniPath
LRM6493	26360	Q9R045	Angptl2	16402_16412	P11688_P09055	Itga5_Itgb1	24478758	Cellinker
LRM3847	26360	Q9R045	Angptl2	21898	Q9QUK6	Tlr4	24478758	CellChatDB;Cellinker;OmniPath
LRM0885	26360	Q9R045	Angptl2	21846	Q06806	Tie1	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM3849	26360	Q9R045	Angptl2	18733	P97484	Lilrb3	24478758	CellChatDB;OmniPath
LRM0467	26360	Q9R045	Angptl2	16412	P09055	Itgb1	29074299	connectomeDB2020;OmniPath
LRM0468	26360	Q9R045	Angptl2	16402	P11688	Itga5	29074299	connectomeDB2020;OmniPath
LRM6494	30924	Q9R182	Angptl3	16410_16416	P43406_O54890	Itgav_Itgb3	11877390	Cellinker
LRM2203	30924	Q9R182	Angptl3	16416	O54890	Itgb3	11877390	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2204	30924	Q9R182	Angptl3	16410	P43406	Itgav	11877390	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2205	30924	Q9R182	Angptl3	16402	P11688	Itga5	11877390	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3866	58235	Q9JKF6	Nectin1	84544	Q3U0X8	Cd96	23027581;30759143;26927206;17971293	CellChatDB;CellPhoneDB;Cellinker;ICELLNET;connectomeDB2020;OmniPath
LRM0884	57875	Q9Z1P8	Angptl4	21846	Q06806	Tie1	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM3774	57875	Q9Z1P8	Angptl4	20971	O35988	Sdc4	29017031	CellChatDB;Cellinker;OmniPath
LRM3775	57875	Q9Z1P8	Angptl4	20970	Q64519	Sdc3	29017031	CellChatDB;Cellinker;OmniPath
LRM3777	57875	Q9Z1P8	Angptl4	20969	P18828	Sdc1	29017031	CellChatDB;Cellinker;OmniPath
LRM3776	57875	Q9Z1P8	Angptl4	15529	P43407	Sdc2	29017031	CellChatDB;Cellinker;OmniPath
LRM3765	57875	Q9Z1P8	Angptl4	12562	P55284	Cdh5	30049845	CellChatDB;Cellinker;OmniPath
LRM3766	57875	Q9Z1P8	Angptl4	12552	P55288	Cdh11	30049845	CellChatDB;Cellinker;OmniPath
LRM3848	654812	Q8R1Q3	Angptl7	18733	P97484	Lilrb3	24478758	CellChatDB;OmniPath
LRM0454	16790	P97449	Anpep	20339	Q00690	Sele	29777742	connectomeDB2020;OmniPath
LRM1261	16952	P10107	Anxa1	108073	Q68ED2	Grm7	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM4748	16952	P10107	Anxa1	26903	Q9ESD7	Dysf	14506282	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1041	16952	P10107	Anxa1	17773	Q61184	Mtnr1a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM3869	58998	Q9JLB9	Nectin3	58235	Q9JKF6	Nectin1	23027581;12011057;22902367;26186194;11544254;21982860;30759143	CellChatDB;CellPhoneDB;Cellinker;OmniPath
LRM2071	16952	P10107	Anxa1	13649	Q01279	Egfr	24189400;20029029;31980649;15581623	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1516	16952	P10107	Anxa1	11551	Q01338	Adra2a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0453	12306	P07356	Anxa2	74144	Q8C310	Robo4	29786451	connectomeDB2020;OmniPath
LRM3603	12306	P07356	Anxa2	26903	Q9ESD7	Dysf	14506282	Cellinker;OmniPath
LRM0519	12306	P07356	Anxa2	24088	Q9QUN7	Tlr2	26885373	connectomeDB2020;OmniPath
LRM3221	12306	P07356	Anxa2	13649	Q01279	Egfr	26438086	Cellinker;OmniPath
LRM3511	11789	Q61315	Apc	19124	Q64695	Procr	21438119;19116273;17299037	Cellinker;OmniPath
LRM0731	30878	Q9R0R4	Apln	108073	Q68ED2	Grm7	9792798;32196115;15341513;12603839;11336787;10617103;12939143;10777510	CellTalkDB;SingleCellSignalR;OmniPath
LRM5201	30878	Q9R0R4	Apln	23796	Q9WV08	Aplnr	9792798;15341513;12603839;11336787;10617103;12939143;10802050;10777510	CellChatDB;CellPhoneDB;CellTalkDB;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM1040	30878	Q9R0R4	Apln	17773	Q61184	Mtnr1a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1515	30878	Q9R0R4	Apln	11551	Q01338	Adra2a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM2987	11803	Q03157	Aplp1	18488	Q07409	Cntn3	32589946	Cellinker;OmniPath
LRM1070	11806	Q00623	Apoa1	16971	Q91ZX7	Lrp1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM2044	11806	Q00623	Apoa1	16835	P35951	Ldlr	16150825	CellTalkDB;SingleCellSignalR;OmniPath
LRM1062	11806	Q00623	Apoa1	14725	A2ARV4	Lrp2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM3337	11806	Q00623	Apoa1	12475	P10810	Cd14	22329401	Cellinker;OmniPath
LRM1715	11806	Q00623	Apoa1	11303	P41233	Abca1	12869555;27100352;12084722;30458687;22271762	CellTalkDB;OmniPath
LRM1069	11807	P09813	Apoa2	16971	Q91ZX7	Lrp1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1080	11807	P09813	Apoa2	16835	P35951	Ldlr	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1061	11807	P09813	Apoa2	14725	A2ARV4	Lrp2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1068	11808	P06728	Apoa4	16971	Q91ZX7	Lrp1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1079	11808	P06728	Apoa4	16835	P35951	Ldlr	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1060	11808	P06728	Apoa4	14725	A2ARV4	Lrp2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1047	238055	E9Q414	Apob	16975	Q924X6	Lrp8	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM0620	238055	E9Q414	Apob	108078	Q9EQ09	Olr1	9763524	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3147	238055	E9Q414	Apob	83433	Q99NH8	Trem2	28432014	Cellinker;OmniPath
LRM0698	238055	E9Q414	Apob	54135	Q99KG5	Lsr	7615497	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0831	238055	E9Q414	Apob	22359	P98156	Vldlr	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0880	238055	E9Q414	Apob	21899	Q9EPW9	Tlr6	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0881	238055	E9Q414	Apob	21898	Q9QUK6	Tlr4	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM3977	238055	E9Q414	Apob	17777	O08601	Mttp	11358959;9915855;26224785;27487388;29650752	CellTalkDB;SingleCellSignalR;OmniPath
LRM5811	238055	E9Q414	Apob	16974	O88572	Lrp6		CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM1067	238055	E9Q414	Apob	16971	Q91ZX7	Lrp1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5031	238055	E9Q414	Apob	16835	P35951	Ldlr	12;24447298;15840700;11327878;12031600;11986215	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1106	238055	E9Q414	Apob	16414	P11835	Itgb2	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM5324	238055	E9Q414	Apob	14725	A2ARV4	Lrp2	10330424	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0447	238055	E9Q414	Apob	13806	P17182	Eno1	29997113	connectomeDB2020;OmniPath
LRM1398	238055	E9Q414	Apob	12311	Q60755	Calcr	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM1467	238055	E9Q414	Apob	11555	P18762	Adrb2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM2232	11812	P34928	Apoc1	22359	P98156	Vldlr	11353333	CellTalkDB;SingleCellSignalR;OmniPath
LRM1066	105886299	Q05020	Apoc2	16971	Q91ZX7	Lrp1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1078	105886299	Q05020	Apoc2	16835	P35951	Ldlr	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1059	105886299	Q05020	Apoc2	14725	A2ARV4	Lrp2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM2269	11425	Q61268	Apoc4	22359	P98156	Vldlr	10996355	CellTalkDB;SingleCellSignalR;OmniPath
LRM5024	11815	P51910	Apod	16847	P48356	Lepr	11344130	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5381	11816	P08226	Apoe	16975	Q924X6	Lrp8	12167620;12950167;8626535;16504486	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1746	11816	P08226	Apoe	228357	Q8VI56	Lrp4	25688974	CellTalkDB;OmniPath
LRM1702	11816	P08226	Apoe	83433	Q99NH8	Trem2	30341064;27477018;28432014	CellTalkDB;Cellinker;OmniPath
LRM2475	11816	P08226	Apoe	54135	Q99KG5	Lsr	7615497	CellTalkDB;Cellinker;OmniPath
LRM5382	11816	P08226	Apoe	22359	P98156	Vldlr	12;11278667;12870663;19116273;16504486;12167620	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4880	11816	P08226	Apoe	20778	Q61009	Scarb1	12138091	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5033	11816	P08226	Apoe	20660	O88307	Sorl1	11557679;11294867	CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1825	11816	P08226	Apoe	16974	O88572	Lrp6	22461740	CellTalkDB;OmniPath
LRM4092	11816	P08226	Apoe	16973	Q91VN0	Lrp5	9832610	CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5369	11816	P08226	Apoe	16971	Q91ZX7	Lrp1	20030366;11421580;2779654;15182176;22622580;31677479;19026743	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5032	11816	P08226	Apoe	16835	P35951	Ldlr	12;12036960;20030366;12036962;24447298;15840700;11327878;31677479	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5357	11816	P08226	Apoe	15529	P43407	Sdc2	9869645;15583000	CellTalkDB;OmniPath
LRM5002	11816	P08226	Apoe	14725	A2ARV4	Lrp2	1464627;11421580;16266282	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1364	11816	P08226	Apoe	11438	O70174	Chrna4	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM1764	11816	P08226	Apoe	11303	P41233	Abca1	24814386	CellTalkDB;OmniPath
LRM2912	68316	Q9DCZ4	Apoo	331461	P59823	Il1rapl1	32589946	Cellinker;OmniPath
LRM2909	68316	Q9DCZ4	Apoo	60367	Q9ERS6	Il1rapl2	32589946	Cellinker;OmniPath
LRM1991	11820	P12023	App	18805	Q9Z280	Pld1	16797788	CellTalkDB;OmniPath
LRM1694	11820	P12023	App	269831	Q8BKT6	Tspan12	28066176	CellTalkDB;OmniPath
LRM5691	11820	P12023	App	212980	Q8K0H7	Slc45a3		SingleCellSignalR;iTALK;talklr;OmniPath
LRM1260	11820	P12023	App	108073	Q68ED2	Grm7	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1921	11820	P12023	App	94185	Q9EPU5	Tnfrsf21	19225519	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1693	11820	P12023	App	70423	F7BWT7	Tspan15	28066176	CellTalkDB;OmniPath
LRM1811	11820	P12023	App	65107	Q7TQH7	Lrp10	22734645	CellTalkDB;OmniPath
LRM1830	11820	P12023	App	22359	P98156	Vldlr	22429478	CellTalkDB;OmniPath
LRM5371	11820	P12023	App	20660	O88307	Sorl1	32814053;18332244;16174740;16407538;24833601;25643321	CellTalkDB;OmniPath
LRM1781	11820	P12023	App	19217	Q62053	Ptger2	24069330	CellTalkDB;OmniPath
LRM2986	11820	P12023	App	18488	Q07409	Cntn3	32589946	Cellinker;OmniPath
LRM3270	11820	P12023	App	18211	Q3UFB7	Ntrk1	24224055	Cellinker;OmniPath
LRM2045	11820	P12023	App	18129	O35516	Notch2	16118793	CellTalkDB;OmniPath
LRM3992	11820	P12023	App	18053	Q9Z0W1	Ngfr	11756426;24224055;19225519;19710315	CellTalkDB;Cellinker;SingleCellSignalR;iTALK;talklr;OmniPath
LRM1039	11820	P12023	App	17773	Q61184	Mtnr1a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1646	11820	P12023	App	16974	O88572	Lrp6	30232325	CellTalkDB;OmniPath
LRM1758	11820	P12023	App	16785	P14206	Rpsa	24990253	CellTalkDB;OmniPath
LRM3883	11820	P12023	App	16149	P04441	Cd74	21832049;19849849	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4550	54725	Q8R5M8	Cadm1	94332	Q99N28	Cadm3	17823505;32589946;15741237	CellPhoneDB;Cellinker;connectomeDB2020;OmniPath
LRM2236	11820	P12023	App	14289	O88536	Fpr2	11316806;11;11160457	CellPhoneDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM2940	11820	P12023	App	14254	P35969	Flt1	32589946	Cellinker;OmniPath
LRM1810	11820	P12023	App	13176	P70211	Dcc	22782894	CellTalkDB;OmniPath
LRM4545	58998	Q9JLB9	Nectin3	54725	Q8R5M8	Cadm1	17823505;22703826	CellPhoneDB;connectomeDB2020;OmniPath
LRM1929	11820	P12023	App	11804	Q06335	Aplp2	19126676	CellTalkDB;OmniPath
LRM1930	11820	P12023	App	11803	Q03157	Aplp1	19126676	CellTalkDB;OmniPath
LRM1720	11820	P12023	App	11596	Q62151	Ager	26758977	CellTalkDB;OmniPath
LRM1514	11820	P12023	App	11551	Q01338	Adra2a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM3911	11835	P19091	Ar	13649	Q01279	Egfr	18951974;22260327;12534934;15288768;18358509	Cellinker;OmniPath
LRM6112	11839	P31955	Areg	13649_13866	Q01279_P70424	Egfr_Erbb2	2466334;10085134	IUPHAR/BPS;HPMR;DLRP;Cellinker
LRM5850	11839	P31955	Areg	15894	P13597	Icam1		CellPhoneDB;OmniPath
LRM4549	54725	Q8R5M8	Cadm1	54698	Q149L7	Crtam	17823505;23871486;15811952;32822567	CellPhoneDB;Cellinker;connectomeDB2020;OmniPath
LRM4055	11840	P84078	Arf1	18806	P97813	Pld2	12519790;11373276;10801846;11	CellPhoneDB;CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM5387	11840	P84078	Arf1	16337	P15208	Insr	9197239	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3912	11843	P61750	Arf4	13649	Q01279	Egfr	12446727	CellTalkDB;OmniPath
LRM4023	11845	P62331	Arf6	18805	Q9Z280	Pld1	30944160;12379803	CellTalkDB;OmniPath
LRM2059	11845	P62331	Arf6	98366	Q91VZ6	Smap1	15659652	CellTalkDB;OmniPath
LRM1077	67771	Q9CPW4	Arpc5	16835	P35951	Ldlr	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1058	67771	Q9CPW4	Arpc5	14725	A2ARV4	Lrp2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1466	67771	Q9CPW4	Arpc5	11555	P18762	Adrb2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM3509	216869	Q91YI4	Arrb2	13805	Q63961	Eng	18775991;17540773	Cellinker;OmniPath
LRM3335	216869	Q91YI4	Arrb2	11555	P18762	Adrb2	23208550;24658140;22364396;27226565;17148612;17666399;24561123;2163110	Cellinker;OmniPath
LRM4079	11876	Q9Z0L2	Artn	19713	P35546	Ret	9883723	CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3057	11876	Q9Z0L2	Artn	17967	P13595	Ncam1	30853893	Cellinker;OmniPath
LRM4078	11876	Q9Z0L2	Artn	14587	O35118	Gfra3	9883723;16765900;11544105;9883723 	CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0817	11876	Q9Z0L2	Artn	14586	O08842	Gfra2	32196115;9883723	CellTalkDB;Cellinker;SingleCellSignalR;OmniPath
LRM0611	11876	Q9Z0L2	Artn	14585	P97785	Gfra1	11544105;9883723;28937965	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1870	50518	Q03288	Asip	17237	Q9D074	Mgrn1	21460229;12851328	CellTalkDB;Cellinker;HPMR;SingleCellSignalR;iTALK;OmniPath
LRM4230	50518	Q03288	Asip	17203	P41149	Mc5r	9058374	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4231	50518	Q03288	Asip	17202	P56450	Mc4r	9058374	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4232	50518	Q03288	Asip	17201	P33033	Mc3r	9058374	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4233	50518	Q03288	Asip	17200	Q64326	Mc2r	9058374	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4785	50518	Q03288	Asip	17199	Q01727	Mc1r	14500544;91;9058374;12851328	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4997	50518	Q03288	Asip	16456	O88792	F11r	11447115	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5063	50518	Q03288	Asip	11990	Q9WU60	Atrn	11137996	CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2478	11931	P14094	Atp1b1	320840	Q80Z24	Negr1	32958118	Cellinker;OmniPath
LRM1847	54215	O88875	Cd160	230979	Q80WM9	Tnfrsf14	21982860;21959263;18193050;30885361	CellPhoneDB;CellTalkDB;Cellinker;ICELLNET;SingleCellSignalR;connectomeDB2020;OmniPath
LRM4737	68585	Q99P72	Rtn4	53321	O54991	Cntnap1	14592966	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1307	11998	P35455	Avp	239530	Q8BYC4	Gpr20	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1283	11998	P35455	Avp	80910	Q8CIM5	Gpr84	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0936	11998	P35455	Avp	56089	Q9WUP1	Ramp3	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0952	11998	P35455	Avp	54409	Q9WUP0	Ramp2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5253	11998	P35455	Avp	54140	Q62463	Avpr1a	9334232;9459574;1560825;9864265;10780976;9884074;10519430;10866830;8106369;12446593;9264324;9322919;15084136	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM5251	11998	P35455	Avp	26361	Q9WU02	Avpr1b	9459574;7929452;9864265;10780976;9884074;10519430;12446593;9264324;16158071;9322919;15084136	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM0849	11998	P35455	Avp	22354	P97751	Vipr1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0872	11998	P35455	Avp	22095	P47750	Tshr	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0973	11998	P35455	Avp	19228	P41593	Pth1r	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5250	11998	P35455	Avp	18430	P97926	Oxtr	8955347;11337500;10519430;12446593;7921229;7475979;7774575;16158071;15084136	CellPhoneDB;CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM1076	11998	P35455	Avp	16835	P35951	Ldlr	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1057	11998	P35455	Avp	14725	A2ARV4	Lrp2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5252	11998	P35455	Avp	12000	O88721	Avpr2	11857925;9459574;9864265;1560825;10780976;9884074;10519430;12446593;9264324;11012895;7774575;9322919;15084136	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM1438	11998	P35455	Avp	11556	P25962	Adrb3	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1465	11998	P35455	Avp	11555	P18762	Adrb2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1538	11998	P35455	Avp	11517	P70205	Adcyap1r1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM2697	26362	Q00993	Axl	75690	D3YZF7	Vsig10l	32589946	Cellinker;OmniPath
LRM2541	26362	Q00993	Axl	545812	Q2YFS1	Pilrb2	32822567	Cellinker;OmniPath
LRM2546	26362	Q00993	Axl	231805	Q2YFS3	Pilra	32822567	Cellinker;OmniPath
LRM2543	26362	Q00993	Axl	170741	Q2YFS2	Pilrb	32822567	Cellinker;OmniPath
